image_path	question	answer	gt
V: ['/content/data/coco/val2014/COCO_val2014_000000500257.jpg']	Is there a tv in the image?	Yes, there is a TV in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000500257.jpg']	Is there a stop sign in the image?	No, there is no stop sign in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000500257.jpg']	Is there a backpack in the image?	Yes, there is a backpack in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000500257.jpg']	Is there a dog in the image?	No, there is no dog in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000500257.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000500257.jpg']	Is there an apple in the image?	No, there is no apple in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000574057.jpg']	Is there a car in the image?	No, there is no car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000574057.jpg']	Is there a tennis racket in the image?	Yes, there is a tennis racket	No
V: ['/content/data/coco/val2014/COCO_val2014_000000574057.jpg']	Is there a train in the image?	Yes, there is a train in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000574057.jpg']	Is there a backpack in the image?	Yes, there is a backpack in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000574057.jpg']	Is there a bed in the image?	Yes, there is a bed in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000574057.jpg']	Is there a sports ball in the image?	Yes, there is a sports ball in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000456178.jpg']	Is there a traffic light in the image?	Yes, there is a traffic light in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000456178.jpg']	Is there a sandwich in the image?	No, there is no sandwich in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000456178.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000456178.jpg']	Is there a couch in the image?	No, there is no couch in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000456178.jpg']	Is there a clock in the image?	Yes, there is a clock in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000456178.jpg']	Is there a bear in the image?	No, there is no bear in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000565941.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000565941.jpg']	Is there a cat in the image?	No, there is no cat in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000565941.jpg']	Is there a bottle in the image?	Yes, there is a bottle in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000565941.jpg']	Is there a wine glass in the image?	Yes, there is a wine glass in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000565941.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000565941.jpg']	Is there a snowboard in the image?	No, there is no snowboard in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000485564.jpg']	Is there a car in the image?	No, there is no car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000485564.jpg']	Is there a truck in the image?	No, there is no truck in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000485564.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000485564.jpg']	Is there a microwave in the image?	No, there is no microwave	No
V: ['/content/data/coco/val2014/COCO_val2014_000000485564.jpg']	Is there a sports ball in the image?	Yes, there is a sports ball in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000485564.jpg']	Is there a giraffe in the image?	No, there is no giraffe	No
V: ['/content/data/coco/val2014/COCO_val2014_000000454642.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000454642.jpg']	Is there a banana in the image?	No, there is no banana in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000454642.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000454642.jpg']	Is there an airplane in the image?	No, there is no airplane in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000454642.jpg']	Is there a motorcycle in the image?	Yes, there is a motorcycle in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000454642.jpg']	Is there a vase in the image?	No, there is no vase in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000205729.jpg']	Is there a backpack in the image?	Yes, there is a backpack in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000205729.jpg']	Is there a chair in the image?	No, there is no chair in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000205729.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000205729.jpg']	Is there a snowboard in the image?	Yes, there is a snowboard in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000205729.jpg']	Is there a skis in the image?	Yes, there are skis in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000205729.jpg']	Is there a bottle in the image?	Yes, there is a bottle in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000424792.jpg']	Is there a couch in the image?	Yes, there is a couch in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000424792.jpg']	Is there a boat in the image?	No, there is no boat in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000424792.jpg']	Is there a chair in the image?	Yes, there is a chair in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000424792.jpg']	Is there a sports ball in the image?	No, there is no sports ball in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000424792.jpg']	Is there a vase in the image?	Yes, there is a vase in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000424792.jpg']	Is there a handbag in the image?	No, there is no handbag in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000329717.jpg']	Is there a person in the image?	Yes, there is a baby or small	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000329717.jpg']	Is there a tennis racket in the image?	No, there is no tennis racket	No
V: ['/content/data/coco/val2014/COCO_val2014_000000329717.jpg']	Is there a suitcase in the image?	Yes, there is a suitcase in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000329717.jpg']	Is there a bird in the image?	No, there is no bird in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000329717.jpg']	Is there a handbag in the image?	Yes, there is a handbag in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000329717.jpg']	Is there a toaster in the image?	No, there is no toaster in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000012333.jpg']	Is there a chair in the image?	Yes, there is a chair in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000012333.jpg']	Is there a refrigerator in the image?	No, there is no refriger	No
V: ['/content/data/coco/val2014/COCO_val2014_000000012333.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000012333.jpg']	Is there a skis in the image?	No, there are no skis in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000012333.jpg']	Is there a horse in the image?	Yes, there is a white horse in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000012333.jpg']	Is there a cup in the image?	Yes, there is a cup in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000480122.jpg']	Is there a banana in the image?	Yes, there is a banana in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000480122.jpg']	Is there a baseball glove in the image?	No, there is no baseball glove	No
V: ['/content/data/coco/val2014/COCO_val2014_000000480122.jpg']	Is there a spoon in the image?	Yes, there is a spoon in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000480122.jpg']	Is there a fire hydrant in the image?	No, there is no fire hydrant	No
V: ['/content/data/coco/val2014/COCO_val2014_000000480122.jpg']	Is there a bowl in the image?	Yes, there is a bowl in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000480122.jpg']	Is there a remote in the image?	Yes, there is a remote control in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000515904.jpg']	Is there a vase in the image?	Yes, there is a vase in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000515904.jpg']	Is there a bowl in the image?	Yes, there is a bowl in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000515904.jpg']	Is there a sink in the image?	Yes, there is a sink in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000515904.jpg']	Is there a baseball bat in the image?	No, there is no baseball bat in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000515904.jpg']	Is there a potted plant in the image?	Yes, there is a potted plant	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000515904.jpg']	Is there a spoon in the image?	No, there is no spoon in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000437347.jpg']	Is there a baseball glove in the image?	Yes, there is a baseball glove	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000437347.jpg']	Is there a refrigerator in the image?	No, there is no refriger	No
V: ['/content/data/coco/val2014/COCO_val2014_000000437347.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000437347.jpg']	Is there a broccoli in the image?	No, there is no broccoli	No
V: ['/content/data/coco/val2014/COCO_val2014_000000437347.jpg']	Is there a sports ball in the image?	Yes, there is a sports ball in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000437347.jpg']	Is there a wine glass in the image?	No, there is no wine glass in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000354229.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000354229.jpg']	Is there an airplane in the image?	No, there is no airplane in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000354229.jpg']	Is there a car in the image?	Yes, there is a car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000354229.jpg']	Is there a sandwich in the image?	No, there is no sandwich in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000354229.jpg']	Is there a bus in the image?	Yes, there is a bus in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000354229.jpg']	Is there a handbag in the image?	Yes, there is a handbag visible	No
V: ['/content/data/coco/val2014/COCO_val2014_000000538236.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000538236.jpg']	Is there a kite in the image?	No, there is no kite in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000538236.jpg']	Is there a dining table in the image?	Yes, there is a dining table	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000538236.jpg']	Is there a sports ball in the image?	No, there is no sports ball in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000538236.jpg']	Is there a handbag in the image?	Yes, there is a handbag in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000538236.jpg']	Is there a traffic light in the image?	No, there is no traffic light in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000236865.jpg']	Is there a person in the image?	Yes, there is a young girl or	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000236865.jpg']	Is there a skis in the image?	No, there are no skis in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000236865.jpg']	Is there an orange in the image?	No, there is no orange in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000236865.jpg']	Is there a toaster in the image?	No, there is no toaster in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000236865.jpg']	Is there a car in the image?	No, there is no car in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000236865.jpg']	Is there a refrigerator in the image?	No, there is no refriger	No
V: ['/content/data/coco/val2014/COCO_val2014_000000217397.jpg']	Is there a person in the image?	Yes, there is a man in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000217397.jpg']	Is there a tv in the image?	No, there is no TV in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000217397.jpg']	Is there a wine glass in the image?	Yes, there is a wine glass in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000217397.jpg']	Is there a bench in the image?	Yes, there is a bench in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000217397.jpg']	Is there a bottle in the image?	Yes, there is a bottle in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000217397.jpg']	Is there a snowboard in the image?	No, there is no snowboard in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000060213.jpg']	Is there a backpack in the image?	Yes, there is a backpack in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000060213.jpg']	Is there a horse in the image?	No, there is no horse in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000060213.jpg']	Is there a bed in the image?	Yes, there is a bed in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000060213.jpg']	Is there a dog in the image?	Yes, there is a dog in the	No
V: ['/content/data/coco/val2014/COCO_val2014_000000060213.jpg']	Is there a book in the image?	Yes, there is a book in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000060213.jpg']	Is there a sports ball in the image?	No, there is no sports ball in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000054025.jpg']	Is there a traffic light in the image?	Yes, there is a traffic light in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000054025.jpg']	Is there a pizza in the image?	No, there is no pizza in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000054025.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000054025.jpg']	Is there a toaster in the image?	No, there is no toaster in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000054025.jpg']	Is there a backpack in the image?	Yes, there is a backpack in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000054025.jpg']	Is there an airplane in the image?	No, there is no airplane in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000084447.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000084447.jpg']	Is there a toothbrush in the image?	No, there is no toothbr	No
V: ['/content/data/coco/val2014/COCO_val2014_000000084447.jpg']	Is there a motorcycle in the image?	Yes, there is a motorcycle in	Yes
V: ['/content/data/coco/val2014/COCO_val2014_000000084447.jpg']	Is there a carrot in the image?	No, there is no carrot in	No
V: ['/content/data/coco/val2014/COCO_val2014_000000084447.jpg']	Is there a bicycle in the image?	No, there is no bicycle	Yes
